x,y,Dist_400,Gini_count_group_400,Mean_count_group_400,Med_count_group_400,N_400,N_local,N_r800,Nv_count_group_400,R_count_group_400,R_count_group_r800,T_count_group_400,T_count_group_r800
1450,1950,412.3105626,0.3444560372,1.782417582,2,455,5,1626,455,0.2,0.2078720787,91,338
1450,2050,412.3105626,0.3537819788,1.837719298,2,456,7,1659,456,0.2105263158,0.2103676914,96,349
1450,2150,412.3105626,0.3295459334,1.85840708,2,452,3,1670,452,0.2146017699,0.2113772455,97,353
1450,2250,412.3105626,0.3353649008,1.82278481,2,474,6,1664,474,0.2067510549,0.2157451923,98,359
1450,2350,412.3105626,0.3346748512,1.961702128,2,470,10,1676,470,0.2191489362,0.2142004773,103,359
1450,2450,400,0.3334103724,1.988235294,2,425,10,1643,425,0.2141176471,0.2215459525,91,364
1450,2550,400,0.363604684,1.95157385,2,413,13,1636,413,0.215496368,0.2182151589,89,357
1450,2650,400,0.3293122419,1.943627451,2,408,10,1651,408,0.2156862745,0.2180496669,88,360
1450,2750,400,0.3049820219,2.115942029,2,414,9,1667,414,0.2270531401,0.2189562088,94,365
1450,2850,400,0.3359551747,2.256097561,2,410,14,1654,410,0.2414634146,0.2237001209,99,370
1450,2950,400,0.3646723873,2.14047619,2,420,8,1661,420,0.2261904762,0.2275737508,95,378
1450,3050,400,0.3694285374,2.195180723,2,415,10,1630,415,0.2337349398,0.2294478528,97,374
1450,3150,400,0.3570646667,2.258992806,2,417,8,1605,417,0.2374100719,0.2274143302,99,365
1450,3250,400,0.3578481273,2.02195122,2,410,9,1615,410,0.2195121951,0.2321981424,90,375
1450,3350,400,0.3751076487,2.170263789,2,417,8,1573,417,0.2230215827,0.2275905912,93,358
1450,3450,412.3105626,0.3610693913,2.336798337,2,481,10,1484,481,0.2432432432,0.2311320755,117,343
1450,3550,412.3105626,0.4026863563,1.966292135,2,445,9,1365,445,0.2202247191,0.2241758242,98,306
1450,3650,412.3105626,0.39783886,2.049411765,2,425,7,1265,425,0.2258823529,0.2260869565,96,286
1450,3750,424.2640687,0.362408791,2.046341463,2,410,3,1135,410,0.2243902439,0.2211453744,92,251
1450,3850,500,0.41222833,1.993243243,2,444,7,1005,444,0.213963964,0.223880597,95,225
1450,3950,509.9019514,0.4164442358,1.836228288,2,403,4,882,403,0.1985111663,0.2188208617,80,193
1550,50,509.9019514,0.4425886258,1.814009662,1,414,8,870,414,0.190821256,0.2218390805,79,193
1550,150,500,0.4258417095,1.844978166,2,458,9,995,458,0.1965065502,0.2291457286,90,228
1550,250,412.3105626,0.4465001718,1.800492611,2,406,7,1113,406,0.1921182266,0.2300089847,78,256
1550,350,412.3105626,0.4191485181,1.876651982,2,454,11,1233,454,0.2004405286,0.2278994323,91,281
1550,450,400,0.4283266667,1.875,2,400,4,1334,400,0.2,0.2353823088,80,314
1550,550,400,0.3955633101,2.024509804,2,408,11,1424,408,0.2132352941,0.2282303371,87,325
1550,650,400,0.4074086479,1.963325183,2,409,8,1532,409,0.2127139364,0.2304177546,87,353
1550,750,412.3105626,0.3728512054,1.989154013,2,461,2,1596,461,0.2234273319,0.2280701754,103,364
1550,850,412.3105626,0.3726008568,2.040723982,2,442,14,1618,442,0.2330316742,0.2237330037,103,362
1550,950,412.3105626,0.3900519673,1.995555556,2,450,7,1618,450,0.2288888889,0.2218788628,103,359
1550,1050,412.3105626,0.388141172,1.965831435,2,439,7,1609,439,0.2300683371,0.218147918,101,351
1550,1150,412.3105626,0.3741250314,2.020594966,2,437,9,1595,437,0.2311212815,0.2163009404,101,345
1550,1250,412.3105626,0.3868728336,2.022123894,2,452,13,1587,452,0.2300884956,0.220541903,104,350
1550,1350,412.3105626,0.346735481,1.949002217,2,451,11,1544,451,0.2261640798,0.2169689119,102,335
1550,1450,400,0.3676589567,1.867830424,2,401,7,1586,401,0.2069825436,0.2194199243,83,348
1550,1550,400,0.3613258613,1.868292683,2,410,10,1589,410,0.2,0.2202643172,82,350
1550,1650,400,0.3145133091,1.977832512,2,406,11,1595,406,0.2142857143,0.2238244514,87,357
1550,1750,412.3105626,0.3282401837,1.838565022,2,446,11,1607,446,0.2085201794,0.2258867455,93,363
1550,1850,412.3105626,0.3449575168,1.900900901,2,444,5,1629,444,0.2162162162,0.2222222222,96,362
1550,1950,412.3105626,0.314454197,1.963203463,2,462,8,1638,462,0.2186147186,0.221001221,101,362
1550,2050,412.3105626,0.3262465051,2.073275862,2,464,8,1641,464,0.2262931034,0.2181596587,105,358
1550,2150,412.3105626,0.3493767662,1.972043011,2,465,4,1664,465,0.2107526882,0.2199519231,98,366
1550,2250,412.3105626,0.3603984415,2.051569507,2,446,9,1667,446,0.2264573991,0.2213557289,101,369
1550,2350,400,0.3189624138,2.094660194,2,412,13,1659,412,0.2281553398,0.2248342375,94,373
1550,2450,400,0.3328031336,2.075829384,2,422,6,1656,422,0.2251184834,0.2240338164,95,371
1550,2550,400,0.3191337857,2.089371981,2,414,4,1649,414,0.2270531401,0.2213462705,94,365
1550,2650,400,0.2963197132,2.206896552,2,406,9,1657,406,0.2463054187,0.222088111,100,368
1550,2750,400,0.2902870837,2.147342995,2,414,14,1664,414,0.229468599,0.2271634615,95,378
1550,2850,400,0.3283584916,2.264851485,2,404,9,1665,404,0.2475247525,0.2312312312,100,385
1550,2950,400,0.3490182785,2.233173077,2,416,4,1657,416,0.2379807692,0.2341581171,99,388
1550,3050,400,0.3641131066,2.205188679,2,424,15,1642,424,0.2311320755,0.2326431181,98,382
1550,3150,400,0.3837834248,2.185542169,2,415,5,1633,415,0.2265060241,0.2345376607,94,383
1550,3250,400,0.3830633772,2.027295285,2,403,8,1618,403,0.223325062,0.2354758962,90,381
1550,3350,400,0.3648804984,2.282238443,2,411,9,1590,411,0.2408759124,0.2339622642,99,372
1550,3450,412.3105626,0.3830699845,2.316239316,2,468,7,1491,468,0.2457264957,0.2374245473,115,354
1550,3550,412.3105626,0.3670597064,2.388646288,2,458,7,1387,458,0.2598253275,0.2379235761,119,330
1550,3650,412.3105626,0.3268982742,2.373303167,2,442,9,1272,442,0.2556561086,0.2389937107,113,304
1550,3750,424.2640687,0.3656739793,2.064837905,2,401,7,1142,401,0.2294264339,0.2390542907,92,273
1550,3850,500,0.3680396746,2.215555556,2,450,7,1009,450,0.2333333333,0.2378592666,105,240
1550,3950,509.9019514,0.3832792518,2.032258065,2,403,6,870,403,0.2183622829,0.2287356322,88,199
1650,50,509.9019514,0.4419500295,1.805970149,1,402,8,878,402,0.1990049751,0.2334851936,80,205
1650,150,500,0.4187984694,1.953125,2,448,9,1018,448,0.2120535714,0.2465618861,95,251
1650,250,424.2640687,0.4420652114,1.730392157,1,408,6,1138,408,0.193627451,0.2425307557,79,276
1650,350,412.3105626,0.4364509721,1.766899767,1,429,10,1250,429,0.1981351981,0.244,85,305
1650,450,412.3105626,0.4168932978,1.875264271,2,473,9,1350,473,0.200845666,0.2392592593,95,323
1650,550,412.3105626,0.3937650695,1.941810345,2,464,8,1447,464,0.2090517241,0.2404975812,97,348
1650,650,412.3105626,0.353742057,2.148558758,2,451,8,1532,451,0.2416851441,0.2362924282,109,362
1650,750,412.3105626,0.3607387326,2.147577093,2,454,8,1592,454,0.2400881057,0.2349246231,109,374
1650,850,412.3105626,0.3366201022,2.178733032,2,442,11,1597,442,0.2488687783,0.2316844083,110,370
1650,950,412.3105626,0.3552934473,2.166666667,2,450,7,1636,450,0.2422222222,0.2304400978,109,377
1650,1050,412.3105626,0.3876425681,2.119205298,2,453,9,1598,453,0.2362030905,0.2271589487,107,363
1650,1150,412.3105626,0.3811141048,2.134529148,2,446,9,1590,446,0.2399103139,0.227672956,107,362
1650,1250,412.3105626,0.3449699826,2.133479212,2,457,6,1569,457,0.2363238512,0.2288081581,108,359
1650,1350,400,0.3527877157,1.997536946,2,406,8,1543,406,0.2192118227,0.226830849,89,350
1650,1450,400,0.3788424654,1.891089109,2,404,10,1583,404,0.202970297,0.2318382817,82,367
1650,1550,400,0.3406496706,1.914004914,2,407,11,1567,407,0.2063882064,0.2310146777,84,362
1650,1650,412.3105626,0.3172912979,1.940552017,2,471,13,1583,471,0.2101910828,0.2267845862,99,359
1650,1750,400,0.2948072061,1.9775,2,400,12,1599,400,0.2175,0.2313946216,87,370
1650,1850,412.3105626,0.336213103,2.071588367,2,447,6,1602,447,0.2348993289,0.22721598,105,364
1650,1950,412.3105626,0.3443610425,2.166292135,2,445,9,1637,445,0.2426966292,0.2241905925,108,367
1650,2050,400,0.320546595,2.0925,2,400,2,1644,400,0.2225,0.2311435523,89,380
1650,2150,400,0.320826764,2.197007481,2,401,7,1645,401,0.2369077307,0.232218845,95,382
1650,2250,412.3105626,0.3543389546,2.236897275,2,477,9,1649,477,0.2285115304,0.2346876895,109,387
1650,2350,400,0.3321442106,2.400473934,2,422,8,1661,422,0.2393364929,0.2347983143,101,390
1650,2450,400,0.3058626929,2.438118812,2,404,13,1642,404,0.2648514851,0.2271619976,107,373
1650,2550,360.5551275,0.3116158322,2.431421446,2,401,7,1657,401,0.2518703242,0.2269161135,101,376
1650,2650,400,0.3127514368,2.20952381,2,420,6,1654,420,0.230952381,0.2357920193,97,390
1650,2750,400,0.305026664,2.351807229,2,415,11,1654,415,0.2530120482,0.2339782346,105,387
1650,2850,400,0.3229241697,2.266666667,2,420,11,1669,420,0.2357142857,0.2408627921,99,402
1650,2950,400,0.3446162965,2.28125,2,416,5,1648,416,0.2427884615,0.2427184466,101,400
1650,3050,400,0.3735884898,2.275434243,2,403,5,1649,403,0.2431761787,0.2389326865,98,394
1650,3150,400,0.3514095727,2.277777778,2,414,10,1656,414,0.2415458937,0.2427536232,100,402
1650,3250,400,0.3780389139,2.388349515,2,412,7,1628,412,0.2524271845,0.2371007371,104,386
1650,3350,412.3105626,0.3876578833,2.196428571,2,448,8,1582,448,0.25,0.2420986094,112,383
1650,3450,412.3105626,0.3686361079,2.251655629,2,453,4,1503,453,0.2494481236,0.2435129741,113,366
1650,3550,400,0.3184301003,2.528117359,2,409,10,1391,409,0.2738386308,0.245147376,112,341
1650,3650,412.3105626,0.3195245757,2.303167421,2,442,10,1276,442,0.2511312217,0.2484326019,111,317
1650,3750,412.3105626,0.3325738079,2.180693069,2,404,4,1142,404,0.2351485149,0.2486865149,95,284
1650,3850,500,0.3386497171,2.159292035,2,452,6,1009,452,0.2345132743,0.2467789891,106,249
1650,3950,509.9019514,0.3474136144,2.170316302,2,411,8,892,411,0.2311435523,0.2544843049,95,227
1750,50,538.5164807,0.41632197,1.974358974,2,429,14,871,429,0.2214452214,0.2548794489,95,222
1750,150,500,0.4187757385,1.986516854,2,445,11,1013,445,0.2202247191,0.2615992103,98,265
1750,250,424.2640687,0.428922358,1.930864198,2,405,8,1124,405,0.2197530864,0.2473309609,89,278
1750,350,412.3105626,0.4331309804,1.786384977,1.5,426,11,1257,426,0.20657277,0.2490055688,88,313
1750,450,412.3105626,0.4177701954,1.808463252,2,449,9,1357,449,0.2071269488,0.2439204127,93,331
1750,550,412.3105626,0.4045915067,2.015184382,2,461,7,1451,461,0.2190889371,0.2460372157,101,357
1750,650,412.3105626,0.3778721439,2.103070175,2,456,7,1549,456,0.2302631579,0.2459651388,105,381
1750,750,412.3105626,0.3416362887,2.209713024,2,453,4,1596,453,0.2428256071,0.2412280702,110,385
1750,850,412.3105626,0.3448189615,2.163398693,2,459,4,1597,459,0.2374727669,0.2360676268,109,377
1750,950,412.3105626,0.3539942858,2.204899777,2,449,8,1604,449,0.2449888641,0.2362842893,110,379
1750,1050,412.3105626,0.3510862436,2.346491228,2,456,5,1598,456,0.2521929825,0.2352941176,115,376
1750,1150,400,0.3495534958,2.338271605,2,405,8,1575,405,0.2444444444,0.2431746032,99,383
1750,1250,400,0.3524408797,2.11002445,2,409,7,1568,409,0.2249388753,0.2442602041,92,383
1750,1350,412.3105626,0.3605955687,2.023655914,2,465,11,1526,465,0.2215053763,0.2411533421,103,368
1750,1450,400,0.3239368132,2.103365385,2,416,13,1518,416,0.2211538462,0.2371541502,92,360
1750,1550,400,0.3513645256,1.879310345,2,406,8,1543,406,0.2019704433,0.2417368762,82,373
1750,1650,400,0.3277776095,1.963414634,2,410,8,1532,410,0.2195121951,0.2395561358,90,367
1750,1750,412.3105626,0.3149512937,2.11663067,2,463,5,1592,463,0.2332613391,0.239321608,108,381
1750,1850,412.3105626,0.3285086405,2.265957447,2,470,11,1575,470,0.2404255319,0.2349206349,113,370
1750,1950,412.3105626,0.3532126021,2.19650655,2,458,7,1605,458,0.2379912664,0.231152648,109,371
1750,2050,412.3105626,0.3578881912,2.162337662,2,462,11,1628,462,0.2337662338,0.2371007371,108,386
1750,2150,400,0.3349009087,2.407960199,2,402,10,1659,402,0.2487562189,0.2380952381,100,395
1750,2250,400,0.3067608869,2.575242718,2,412,11,1645,412,0.2669902913,0.2401215805,110,395
1750,2350,400,0.3163056977,2.456730769,2,416,8,1629,416,0.25,0.2363413137,104,385
1750,2450,360.5551275,0.3028884649,2.638820639,3,407,7,1621,407,0.257985258,0.2350400987,105,381
1750,2550,360.5551275,0.3063103069,2.559610706,2,411,3,1625,411,0.2554744526,0.2436923077,105,396
1750,2650,360.5551275,0.2817776439,2.436408978,2,401,10,1631,401,0.2518703242,0.2415695892,101,394
1750,2750,400,0.3174659207,2.22673031,2,419,6,1635,419,0.2338902148,0.2409785933,98,394
1750,2850,412.3105626,0.3534752918,2.054112554,2,462,7,1653,462,0.2229437229,0.2468239564,103,408
1750,2950,400,0.3400731879,2.155172414,2,406,5,1647,406,0.2339901478,0.2471159684,95,407
1750,3050,400,0.3309134516,2.446555819,2,421,5,1678,421,0.2565320665,0.2520858164,108,423
1750,3150,412.3105626,0.3496713696,2.486257928,2,473,7,1644,473,0.266384778,0.2506082725,126,412
1750,3250,412.3105626,0.3527028224,2.517241379,2,464,6,1621,464,0.275862069,0.2455274522,128,398
1750,3350,412.3105626,0.3445218133,2.440860215,2,465,10,1567,465,0.2688172043,0.2501595405,125,392
1750,3450,412.3105626,0.3449949136,2.432258065,2,465,6,1494,465,0.2688172043,0.2563587684,125,383
1750,3550,400,0.3485627673,2.24137931,2,406,9,1373,406,0.2438423645,0.2549162418,99,350
1750,3650,400,0.3270783569,2.315920398,2,402,6,1261,402,0.2462686567,0.2545598731,99,321
1750,3750,412.3105626,0.3209087051,2.330935252,2,417,7,1138,417,0.242206235,0.255711775,101,291
1750,3850,447.2135955,0.3313962036,2.241895262,2,401,9,1022,401,0.2369077307,0.2544031311,95,260
1750,3950,509.9019514,0.3244798868,2.209245742,2,411,10,894,411,0.2335766423,0.2583892617,96,231
1850,50,509.9019514,0.3910090844,2.234413965,2,401,5,872,401,0.2518703242,0.253440367,101,221
1850,150,500,0.4237052065,2.284753363,2,446,10,1006,446,0.2533632287,0.2574552684,113,259
1850,250,424.2640687,0.4103428206,2.004830918,2,414,11,1136,414,0.2246376812,0.2544014085,93,289
1850,350,412.3105626,0.4175220367,2.217592593,2,432,11,1259,432,0.2453703704,0.253375695,106,319
1850,450,412.3105626,0.4198527834,2.202173913,2,460,3,1362,460,0.2369565217,0.2643171806,109,360
1850,550,412.3105626,0.4332568858,2.304535637,2,463,10,1457,463,0.2462203024,0.2587508579,114,377
1850,650,412.3105626,0.4181867751,2.268398268,2,462,6,1553,462,0.2402597403,0.2530585963,111,393
1850,750,412.3105626,0.3884274413,2.396103896,2,462,8,1588,462,0.2510822511,0.2455919395,116,390
1850,850,412.3105626,0.3475037641,2.264108352,2,443,7,1587,443,0.2505643341,0.2438563327,111,387
1850,950,412.3105626,0.3378967495,2.324444444,2,450,7,1587,450,0.2533333333,0.2444864524,114,388
1850,1050,400,0.3245674916,2.383292383,2,407,8,1578,407,0.2481572482,0.2503168568,101,395
1850,1150,400,0.3344317786,2.28992629,2,407,4,1555,407,0.2407862408,0.2475884244,98,385
1850,1250,400,0.3524651623,2.239401496,2,401,8,1557,401,0.2418952618,0.2472703918,97,385
1850,1350,400,0.3440732241,2.229268293,2,410,7,1508,410,0.2365853659,0.25,97,377
1850,1450,400,0.3287981464,2.03892944,2,411,10,1492,411,0.2189781022,0.254691689,90,380
1850,1550,400,0.3509604153,2.133171913,2,413,9,1523,413,0.2300242131,0.2475377544,95,377
1850,1650,400,0.3419690318,2.129032258,2,403,7,1527,403,0.2332506203,0.2534381139,94,387
1850,1750,412.3105626,0.3461841416,2.25477707,2,471,8,1565,471,0.2356687898,0.2549520767,111,399
1850,1850,400,0.3399833333,2.25,2,400,10,1593,400,0.2425,0.2441933459,97,389
1850,1950,412.3105626,0.3520037413,2.17699115,2,452,8,1568,452,0.2389380531,0.2480867347,108,389
1850,2050,400,0.3595528424,2.426799007,2,403,2,1611,403,0.253101737,0.2439478585,102,393
1850,2150,400,0.3191894911,2.648148148,2,432,10,1616,432,0.2638888889,0.2413366337,114,390
1850,2250,400,0.3258371789,2.507281553,2,412,6,1616,412,0.2572815534,0.2512376238,106,406
1850,2350,400,0.3308630245,2.494061758,2,421,15,1605,421,0.2517814727,0.2479750779,106,398
1850,2450,360.5551275,0.2968609462,2.671568627,2,408,9,1611,408,0.2671568627,0.2489137182,109,401
1850,2550,360.5551275,0.2861577866,2.492574257,2,404,10,1609,404,0.2524752475,0.2461155998,102,396
1850,2650,360.5551275,0.283048419,2.53,2,400,7,1638,400,0.26,0.2490842491,104,408
1850,2750,400,0.313781554,2.207823961,2,409,6,1647,409,0.2347188264,0.2483302975,96,409
1850,2850,400,0.3204734219,2.2575,2,400,9,1651,400,0.245,0.2562083586,98,423
1850,2950,400,0.3297247926,2.349633252,2,409,15,1658,409,0.2493887531,0.2557297949,102,424
1850,3050,400,0.3293750993,2.386533666,2,401,9,1660,401,0.2618453865,0.2548192771,105,423
1850,3150,412.3105626,0.345311558,2.574786325,2,468,12,1645,468,0.2799145299,0.2522796353,131,415
1850,3250,412.3105626,0.3349729282,2.522678186,2,463,10,1632,463,0.2786177106,0.2549019608,129,416
1850,3350,412.3105626,0.3415477819,2.710084034,3,476,13,1573,476,0.2878151261,0.2581055308,137,406
1850,3450,400,0.3342427299,2.720657277,2,426,7,1460,426,0.279342723,0.2616438356,119,382
1850,3550,400,0.3089396389,2.413875598,2,418,13,1350,418,0.2583732057,0.2592592593,108,350
1850,3650,400,0.3402480866,2.458432304,2,421,7,1262,421,0.2494061758,0.2630744849,105,332
1850,3750,412.3105626,0.3339698992,2.48463357,2,423,12,1131,423,0.2505910165,0.2661361627,106,301
1850,3850,500,0.3415858032,2.507658643,2,457,12,1021,457,0.2560175055,0.2713026445,117,277
1850,3950,509.9019514,0.3427873445,2.479905437,2,423,5,907,423,0.2505910165,0.2646085998,106,240
1950,50,509.9019514,0.3938472933,2.637019231,2,416,2,870,416,0.2860576923,0.267816092,119,233
1950,150,447.2135955,0.4092655936,2.485,2,400,9,1000,400,0.27,0.262,108,262
1950,250,412.3105626,0.3919241192,2.524390244,2,410,11,1144,410,0.2731707317,0.2622377622,112,300
1950,350,412.3105626,0.4057309127,2.598669623,2,451,7,1266,451,0.266075388,0.2654028436,120,336
1950,450,400,0.4038673949,2.82630273,3,403,9,1377,403,0.2903225806,0.2687000726,117,370
1950,550,400,0.4114518148,2.534313725,2,408,6,1468,408,0.2696078431,0.2656675749,110,390
1950,650,400,0.4114890697,2.5,2,404,6,1548,404,0.2623762376,0.2635658915,106,408
1950,750,412.3105626,0.3903339438,2.352422907,2,454,1,1601,454,0.2466960352,0.2592129919,112,415
1950,850,412.3105626,0.3816195596,2.398678414,2,454,12,1598,454,0.2488986784,0.2584480601,113,413
1950,950,412.3105626,0.3400423366,2.336225597,2,461,11,1567,461,0.2494577007,0.2571793235,115,403
1950,1050,412.3105626,0.3434213795,2.101809955,2,442,3,1567,442,0.2375565611,0.2667517549,105,418
1950,1150,400,0.3356930415,2.2275,2,400,10,1549,400,0.2375,0.2621045836,95,406
1950,1250,400,0.3213013227,2.334146341,2,410,6,1544,410,0.2463414634,0.2558290155,101,395
1950,1350,412.3105626,0.3465832156,2.106753813,2,459,7,1521,459,0.2331154684,0.2603550296,107,396
1950,1450,412.3105626,0.3506313367,2.221030043,2,466,7,1519,466,0.2467811159,0.2606978275,115,396
1950,1550,400,0.3263590165,2.192307692,2,416,9,1514,416,0.2403846154,0.2602377807,100,394
1950,1650,400,0.3502944841,2.15308642,2,405,10,1551,405,0.2345679012,0.2566086396,95,398
1950,1750,400,0.3542138526,2.262899263,2,407,6,1576,407,0.2407862408,0.2557106599,98,403
1950,1850,412.3105626,0.3482024969,2.178733032,2,442,8,1581,442,0.2443438914,0.2561669829,108,405
1950,1950,412.3105626,0.3355287761,2.444924406,2,463,9,1598,463,0.2570194384,0.2553191489,119,408
1950,2050,400,0.3371461479,2.571084337,2,415,6,1603,415,0.2578313253,0.2595134124,107,416
1950,2150,400,0.3424926491,2.520681265,2,411,18,1568,411,0.2554744526,0.2608418367,105,409
1950,2250,400,0.3198684286,2.576036866,2,434,5,1589,434,0.2534562212,0.258653241,110,411
1950,2350,360.5551275,0.3164412361,2.4675,2,400,11,1582,400,0.245,0.2541087231,98,402
1950,2450,360.5551275,0.2848558812,2.578163772,2,403,14,1599,403,0.2605459057,0.2526579112,105,404
1950,2550,400,0.2835985587,2.598173516,2,438,5,1616,438,0.2579908676,0.254950495,113,412
1950,2650,400,0.3017771662,2.375886525,2,423,9,1626,423,0.2458628842,0.2576875769,104,419
1950,2750,412.3105626,0.3120689433,2.365344468,2,479,11,1604,479,0.248434238,0.2618453865,119,420
1950,2850,412.3105626,0.3092470507,2.268398268,2,462,12,1652,462,0.2467532468,0.2627118644,114,434
1950,2950,412.3105626,0.3301542016,2.321814255,2,463,9,1673,463,0.252699784,0.2624028691,117,439
1950,3050,400,0.3298286747,2.496296296,2,405,5,1664,405,0.2691358025,0.2596153846,109,432
1950,3150,412.3105626,0.3357351019,2.494505495,2,455,5,1642,455,0.2769230769,0.2570036541,126,422
1950,3250,400,0.3597234021,2.72319202,3,401,7,1622,401,0.289276808,0.2552404439,116,414
1950,3350,400,0.3361572907,2.828850856,3,409,9,1560,409,0.2982885086,0.2602564103,122,406
1950,3450,360.5551275,0.3136287928,2.913366337,3,404,10,1470,404,0.2871287129,0.2632653061,116,387
1950,3550,360.5551275,0.3072765151,2.923267327,3,404,8,1365,404,0.2871287129,0.2666666667,116,364
1950,3650,360.5551275,0.3265431743,2.8808933,3,403,8,1243,403,0.2803970223,0.2719227675,113,338
1950,3750,412.3105626,0.3175498918,2.721311475,3,427,14,1103,427,0.2740046838,0.277425204,117,306
1950,3850,447.2135955,0.3207338958,2.65942029,3,414,10,1010,414,0.270531401,0.2831683168,112,286
1950,3950,500,0.3109951609,2.728855721,3,402,10,900,402,0.276119403,0.2788888889,111,251
2050,50,509.9019514,0.3937383901,2.861176471,3,425,10,873,425,0.2941176471,0.2806414662,125,245
2050,150,447.2135955,0.386387931,2.9,3,400,8,1000,400,0.305,0.272,122,272
2050,250,412.3105626,0.3754352754,2.942720764,3,419,8,1145,419,0.3007159905,0.2628820961,126,301
2050,350,400,0.3706330021,3.064197531,3,405,4,1256,405,0.3185185185,0.2707006369,129,340
2050,450,400,0.3808854169,2.983253589,3,418,8,1366,418,0.3062200957,0.2752562225,128,376
2050,550,412.3105626,0.4026137793,2.698072805,2,467,8,1484,467,0.2826552463,0.2783018868,132,413
2050,650,400,0.3939441446,2.774752475,2,404,11,1544,404,0.2846534653,0.2694300518,115,416
2050,750,412.3105626,0.397354727,2.46069869,2,458,7,1592,458,0.2620087336,0.2770100503,120,441
2050,850,400,0.3846594041,2.369077307,2,401,8,1590,401,0.2443890274,0.2742138365,98,436
2050,950,412.3105626,0.4243126756,2.532894737,2,456,7,1585,456,0.2587719298,0.2687697161,118,426
2050,1050,412.3105626,0.4038245895,2.422907489,2,454,12,1577,454,0.2533039648,0.2771084337,115,437
2050,1150,412.3105626,0.3533311855,2.05733945,2,436,7,1568,436,0.2362385321,0.2723214286,103,427
2050,1250,412.3105626,0.325898874,2.148558758,2,451,14,1537,451,0.243902439,0.2654521796,110,408
2050,1350,412.3105626,0.3713926314,2.36761488,2,457,10,1540,457,0.2538293217,0.2662337662,116,410
2050,1450,400,0.3594402388,2.606879607,3,407,5,1536,407,0.2776412776,0.259765625,113,399
2050,1550,412.3105626,0.3627060499,2.470338983,2,472,7,1553,472,0.2627118644,0.2601416613,124,404
2050,1650,412.3105626,0.3553769401,2.128603104,2,451,6,1546,451,0.2416851441,0.265847348,109,411
2050,1750,412.3105626,0.3699449672,2.13255814,2,430,8,1558,430,0.2465116279,0.2650834403,106,413
2050,1850,412.3105626,0.3433018825,2.395881007,2,437,7,1599,437,0.2700228833,0.2601626016,118,416
2050,1950,412.3105626,0.3259393939,2.566666667,2,450,3,1592,450,0.2755555556,0.2625628141,124,418
2050,2050,400,0.3128212469,2.56763285,2,414,5,1591,414,0.2632850242,0.2671275927,109,425
2050,2150,400,0.3177133181,2.73286052,2,423,8,1585,423,0.2789598109,0.2662460568,118,422
2050,2250,360.5551275,0.3227512614,2.680798005,2,401,6,1577,401,0.2618453865,0.2663284718,105,420
2050,2350,360.5551275,0.3161710755,2.720698254,2,401,18,1585,401,0.2668329177,0.2624605678,107,416
2050,2450,360.5551275,0.3213649096,2.716707022,2,413,8,1594,413,0.2615012107,0.2616060226,108,417
2050,2550,400,0.3354071817,2.508474576,2,413,10,1610,413,0.2615012107,0.2596273292,108,418
2050,2650,400,0.3132127676,2.308433735,2,415,5,1606,415,0.2385542169,0.2602739726,99,418
2050,2750,400,0.2688360732,2.442542787,3,409,8,1634,409,0.2616136919,0.2619339045,107,428
2050,2850,412.3105626,0.3063449329,2.352173913,2,460,6,1655,460,0.2608695652,0.2712990937,120,449
2050,2950,412.3105626,0.3422715471,2.197752809,2,445,10,1657,445,0.2516853933,0.2691611346,112,446
2050,3050,412.3105626,0.3555368447,2.308390023,2,441,4,1651,441,0.2607709751,0.269533616,115,445
2050,3150,412.3105626,0.3536993101,2.544857768,2,457,9,1644,457,0.2757111597,0.2639902676,126,434
2050,3250,412.3105626,0.3356944377,2.714285714,3,469,8,1619,469,0.2921108742,0.2588017295,137,419
2050,3350,400,0.3345564283,2.847826087,3,414,6,1567,414,0.2946859903,0.2616464582,122,410
2050,3450,400,0.3070886969,2.971962617,3,428,6,1452,428,0.2943925234,0.2692837466,126,391
2050,3550,360.5551275,0.3075448726,2.971014493,3,414,7,1363,414,0.2898550725,0.2714600147,120,370
2050,3650,360.5551275,0.3054406929,3.036945813,3,406,10,1273,406,0.2955665025,0.2749410841,120,350
2050,3750,412.3105626,0.322234843,3,3,431,12,1130,431,0.2969837587,0.2876106195,128,325
2050,3850,447.2135955,0.3172467873,2.964370546,3,421,12,1009,421,0.2945368171,0.2834489594,124,286
2050,3950,500,0.3034225655,2.78358209,3,402,9,894,402,0.2835820896,0.288590604,114,258
2150,50,509.9019514,0.3758837873,2.955503513,3,427,6,904,427,0.3044496487,0.2898230088,130,262
2150,150,447.2135955,0.3695809737,3.037406484,3,401,9,1022,401,0.3167082294,0.2818003914,127,288
2150,250,412.3105626,0.3783332426,3.185819071,3,409,7,1140,409,0.3300733496,0.2850877193,135,325
2150,350,412.3105626,0.3831202767,3.090707965,3,452,6,1267,452,0.3185840708,0.2809786898,144,356
2150,450,400,0.4044393709,2.883950617,3,405,10,1342,405,0.2962962963,0.2816691505,120,378
2150,550,400,0.3981867892,2.8575,3,400,8,1443,400,0.2975,0.2862092862,119,413
2150,650,412.3105626,0.3986795628,2.671772429,2,457,15,1525,457,0.2822757112,0.2832786885,129,432
2150,750,400,0.4249779951,3.056234719,2,409,7,1568,409,0.3007334963,0.2850765306,123,447
2150,850,400,0.4174492412,2.694789082,2,403,14,1578,403,0.2754342432,0.2870722433,111,453
