x,y,Dist_400,N_400,N_r800,R_count_group_400,R_count_group_r800,T_count_group_400,T_count_group_r800
950,2450,381.4234798,400,1612,0.1752419355,0.1767990074,70.09677419,285
950,2550,400,400,1623,0.185,0.1842267406,74,299
950,2650,403.9576936,400,1635,0.18375,0.1828746177,73.5,299
950,2750,400,400,1649,0.18,0.1873862947,72,309
950,2850,402.786348,400,1643,0.1872697368,0.1923311016,74.90789474,316
950,2950,397.7207792,400,1643,0.2042424242,0.1898965307,81.6969697,312
950,3050,383.3054616,400,1629,0.1980128205,0.1884591774,79.20512821,307
950,3150,393.1226966,400,1611,0.1736363636,0.1880819367,69.45454545,303
950,3250,380.7886553,400,1585,0.1925,0.1873817035,77,297
950,3350,368.0414996,400,1513,0.2006818182,0.191011236,80.27272727,289
950,3450,376.8288736,400,1416,0.1965,0.1927966102,78.6,273
950,3550,384.4639125,400,1303,0.1834375,0.1872601688,73.375,244
950,3650,402.0779361,400,1216,0.1854166667,0.1875,74.16666667,228
950,3750,418.644429,400,1084,0.1942105263,0.1854243542,77.68421053,201
950,3850,470.0096711,400,976,0.1910909091,0.193647541,76.43636364,189
950,3950,523.9110217,400,855,0.1899137931,0.1847953216,75.96551724,158
1050,50,508.6351123,400,868,0.1774193548,0.16359447,70.96774194,142
1050,150,456.07017,400,990,0.1857,0.1707070707,74.28,169
1050,250,412.1014271,400,1130,0.1796982759,0.1778761062,71.87931034,201
1050,350,405.4121044,400,1224,0.1715384615,0.1772875817,68.61538462,217
1050,450,401.9483798,400,1310,0.190625,0.1786259542,76.25,234
1050,550,400,400,1436,0.1925,0.180362117,77,259
1050,650,387.7145608,400,1510,0.1960483871,0.1841059603,78.41935484,278
1050,750,394.6064948,400,1563,0.1914285714,0.1836212412,76.57142857,287
1050,850,401.4318634,400,1562,0.2112295082,0.1792573624,84.49180328,280
1050,950,404.0807469,400,1562,0.2030859375,0.1818181818,81.234375,284
1050,1050,402.047001,400,1579,0.2044776119,0.1855604813,81.79104478,293
1050,1150,402.7250923,400,1588,0.201875,0.1889168766,80.75,300
1050,1250,403.3755873,400,1587,0.1881355932,0.1858853182,75.25423729,295
1050,1350,404.8690145,400,1576,0.1738175676,0.1846446701,69.52702703,291
1050,1450,401.4556846,400,1581,0.1754166667,0.1910183428,70.16666667,302
1050,1550,401.8613409,400,1560,0.1723507463,0.1884615385,68.94029851,294
1050,1650,391.6818022,400,1576,0.1600609756,0.1878172589,64.02439024,296
1050,1750,377.7926319,400,1570,0.1624242424,0.1815286624,64.96969697,285
1050,1850,389.3102876,400,1577,0.158984375,0.1807228916,63.59375,285
1050,1950,379.9313439,400,1594,0.1647826087,0.1819322459,65.91304348,290
1050,2050,363.3180425,400,1590,0.169,0.1823899371,67.6,290
1050,2150,374.6262505,400,1612,0.1734482759,0.1774193548,69.37931034,286
1050,2250,365.3238816,400,1584,0.1620192308,0.1767676768,64.80769231,280
1050,2350,374.1657387,400,1600,0.1766666667,0.18,70.66666667,288
1050,2450,385.8200913,400,1595,0.176,0.187460815,70.4,299
1050,2550,383.4410346,400,1616,0.1795945946,0.1881188119,71.83783784,304
1050,2650,400.535356,400,1618,0.1787857143,0.1934487021,71.51428571,313
1050,2750,400.8552501,400,1629,0.1825684932,0.1921424187,73.02739726,313
1050,2850,393.5189231,400,1650,0.2032142857,0.2018181818,81.28571429,333
1050,2950,400.312378,400,1645,0.2035,0.1945288754,81.4,320
1050,3050,397.7207792,400,1627,0.1940909091,0.1997541487,77.63636364,325
1050,3150,391.964748,400,1605,0.2023484848,0.1981308411,80.93939394,318
1050,3250,377.964473,400,1585,0.2110714286,0.1987381703,84.42857143,315
1050,3350,375.9672211,400,1510,0.1972297297,0.1960264901,78.89189189,296
1050,3450,385.8200913,400,1404,0.2100714286,0.193019943,84.02857143,271
1050,3550,392.2322703,400,1317,0.1978846154,0.1958997722,79.15384615,258
1050,3650,402.8543988,400,1212,0.1920833333,0.2004950495,76.83333333,243
1050,3750,416.3331999,400,1098,0.1916666667,0.1976320583,76.66666667,217
1050,3850,469.5655474,400,981,0.1862704918,0.1997961264,74.50819672,196
1050,3950,526.1891295,400,859,0.1865625,0.1897555297,74.625,163
1150,50,505.835512,400,869,0.1783695652,0.1841196778,71.34782609,160
1150,150,455.420034,400,985,0.1847222222,0.1827411168,73.88888889,180
1150,250,411.0960958,400,1126,0.18325,0.1811722913,73.3,204
1150,350,404.7020926,400,1223,0.1810135135,0.1872444808,72.40540541,229
1150,450,402.2325755,400,1317,0.1881343284,0.1913439636,75.25373134,252
1150,550,393.2116283,400,1423,0.1782051282,0.1939564301,71.28205128,276
1150,650,381.9454843,400,1496,0.1866176471,0.192513369,74.64705882,288
1150,750,401.2134372,400,1544,0.2113888889,0.1917098446,84.55555556,296
1150,850,400.2082791,400,1561,0.228125,0.1934657271,91.25,302
1150,950,400.8215248,400,1578,0.213125,0.1894803549,85.25,299
1150,1050,401.6096645,400,1585,0.2210483871,0.1886435331,88.41935484,299
1150,1150,404.0862708,400,1583,0.1997857143,0.1926721415,79.91428571,305
1150,1250,404.0807469,400,1559,0.1915234375,0.1930724824,76.609375,301
1150,1350,404.7256069,400,1554,0.1839084507,0.1924066924,73.56338028,299
1150,1450,403.7325848,400,1566,0.1765,0.1947637292,70.6,305
1150,1550,401.9022564,400,1573,0.1795762712,0.1926255563,71.83050847,303
1150,1650,400.3674783,400,1586,0.1883088235,0.1929382093,75.32352941,306
1150,1750,400.8918629,400,1590,0.1696428571,0.1918238994,67.85714286,305
1150,1850,397.573284,400,1602,0.1668548387,0.1891385768,66.74193548,303
1150,1950,400.1865237,400,1597,0.1827985075,0.1834690044,73.11940299,293
1150,2050,393.9051794,400,1585,0.190483871,0.1823343849,76.19354839,289
1150,2150,390.2890998,400,1627,0.1923837209,0.1856177013,76.95348837,302
1150,2250,384.7076812,400,1605,0.1905,0.1869158879,76.2,300
1150,2350,376.3863264,400,1588,0.1843055556,0.1889168766,73.72222222,300
1150,2450,367.0651742,400,1611,0.1860526316,0.1930477964,74.42105263,311
1150,2550,377.7463536,400,1614,0.1852884615,0.2038413879,74.11538462,329
1150,2650,376.6193108,400,1623,0.1859210526,0.2002464572,74.36842105,325
1150,2750,386.3039855,400,1667,0.1917307692,0.2051589682,76.69230769,342
1150,2850,385.3951372,400,1656,0.1871323529,0.2035024155,74.85294118,337
1150,2950,385.8200913,400,1630,0.1835,0.2006134969,73.4,327
1150,3050,379.2705549,400,1625,0.1955769231,0.2067692308,78.23076923,336
1150,3150,391.7109904,400,1619,0.213984375,0.2025941939,85.59375,328
1150,3250,367.9464844,400,1598,0.2110897436,0.1996245307,84.43589744,319
1150,3350,369.6845502,400,1538,0.2127777778,0.2087126138,85.11111111,321
1150,3450,380.1913394,400,1439,0.2186363636,0.2029186935,87.45454545,292
1150,3550,400.1688833,400,1327,0.210472973,0.2049736247,84.18918919,272
1150,3650,402.6077784,400,1239,0.2016860465,0.2050040355,80.6744186,254
1150,3750,421.4487485,400,1115,0.1901190476,0.2062780269,76.04761905,230
1150,3850,475.6797099,400,998,0.1894491525,0.2014028056,75.77966102,201
1150,3950,527.967802,400,851,0.1853125,0.2009400705,74.125,171
1250,50,506.7117097,400,868,0.1810135135,0.1866359447,72.40540541,162
1250,150,455.6611884,400,979,0.1763135593,0.1899897855,70.52542373,186
1250,250,412.3105626,400,1094,0.17,0.1873857404,68,205
1250,350,400.9248567,400,1212,0.1916666667,0.1922442244,76.66666667,233
1250,450,389.8717738,400,1298,0.1816666667,0.1972265023,72.66666667,256
1250,550,387.7145608,400,1424,0.1868548387,0.2008426966,74.74193548,286
1250,650,385.4496447,400,1498,0.1927380952,0.2049399199,77.0952381,307
1250,750,394.7937043,400,1534,0.2225862069,0.2014341591,89.03448276,309
1250,850,400,400,1554,0.22,0.2001287001,88,311
1250,950,401.1887099,400,1564,0.2220238095,0.1982097187,88.80952381,310
1250,1050,402.6578365,400,1581,0.2374666667,0.1986084756,94.98666667,314
1250,1150,401.6096645,400,1566,0.2260483871,0.1985951469,90.41935484,311
1250,1250,403.6597286,400,1582,0.2027941176,0.1978508217,81.11764706,313
1250,1350,403.9191564,400,1579,0.207739726,0.1956934769,83.09589041,309
1250,1450,403.5261247,400,1570,0.2035,0.1955414013,81.4,307
1250,1550,402.2198676,400,1585,0.1971232877,0.2012618297,78.84931507,319
1250,1650,404.4164086,400,1591,0.1771052632,0.1998742929,70.84210526,318
1250,1750,400.1811184,400,1594,0.1655434783,0.1988707654,66.2173913,317
1250,1850,398.9569735,400,1607,0.1845138889,0.1960174238,73.80555556,315
1250,1950,400.6573546,400,1619,0.1864473684,0.1896232242,74.57894737,307
1250,2050,403.7522421,400,1613,0.2075396825,0.1934283943,83.01587302,312
1250,2150,391.8819064,400,1630,0.2123214286,0.1950920245,84.92857143,318
1250,2250,391.5780041,400,1616,0.2172222222,0.1949257426,86.88888889,315
1250,2350,388.5871846,400,1618,0.20725,0.2008652658,82.9,325
1250,2450,374.5172331,400,1630,0.2084210526,0.2030674847,83.36842105,331
1250,2550,375.277675,400,1611,0.2054166667,0.208566108,82.16666667,336
1250,2650,388.5871846,400,1644,0.19875,0.2128953771,79.5,350
1250,2750,374.4499512,400,1654,0.1893085106,0.2116082225,75.72340426,350
1250,2850,366.9979564,400,1641,0.196015625,0.2078001219,78.40625,341
1250,2950,381.6440408,400,1638,0.1952173913,0.2087912088,78.08695652,342
1250,3050,370.8099244,400,1643,0.203125,0.2111990262,81.25,347
1250,3150,369.5436375,400,1608,0.217109375,0.2114427861,86.84375,340
1250,3250,358.0627811,400,1604,0.218358209,0.2119700748,87.34328358,340
1250,3350,364.6916506,400,1549,0.20725,0.2136862492,82.9,331
1250,3450,386.9293033,400,1457,0.2123571429,0.2086479067,84.94285714,304
1250,3550,397.7880015,400,1351,0.2113235294,0.2116950407,84.52941176,286
1250,3650,403.8505145,400,1249,0.1969642857,0.2121697358,78.78571429,265
1250,3750,428.0949733,400,1144,0.1928061224,0.2132867133,77.12244898,244
1250,3850,481.8120558,400,1004,0.1935714286,0.2091633466,77.42857143,210
1250,3950,525.786661,400,869,0.200483871,0.2071346375,80.19354839,180
1350,50,506.3485844,400,860,0.1927777778,0.1930232558,77.11111111,166
1350,150,444.4783185,400,985,0.1894512195,0.2,75.7804878,197
1350,250,410.9903204,400,1091,0.1872826087,0.1989000917,74.91304348,217
1350,350,387.7145608,400,1214,0.1802419355,0.2059308072,72.09677419,250
1350,450,380.2832952,400,1305,0.1834615385,0.2061302682,73.38461538,269
1350,550,378.4177586,400,1391,0.1891,0.2056074766,75.64,286
1350,650,359.4289766,400,1488,0.1892567568,0.2056451613,75.7027027,306
1350,750,389.3584467,400,1532,0.209,0.2062663185,83.6,316
1350,850,398.7047996,400,1577,0.2198275862,0.2086239696,87.93103448,329
1350,950,402.8202464,400,1579,0.2250943396,0.2070930969,90.03773585,327
1350,1050,404.5005435,400,1591,0.2365517241,0.2023884349,94.62068966,322
1350,1150,403.6500134,400,1588,0.2399666667,0.2078085642,95.98666667,330
1350,1250,401.3438963,400,1579,0.2276153846,0.2032932236,91.04615385,321
1350,1350,402.4180643,400,1599,0.222761194,0.2020012508,89.10447761,323
1350,1450,400.5947959,400,1597,0.2192857143,0.2028804008,87.71428571,324
1350,1550,401.720438,400,1592,0.1973275862,0.2060301508,78.93103448,328
1350,1650,403.0059467,400,1588,0.1810344828,0.2027707809,72.4137931,322
1350,1750,401.6791678,400,1598,0.1826923077,0.2058823529,73.07692308,329
1350,1850,403.2476852,400,1608,0.1833695652,0.2039800995,73.34782609,328
1350,1950,402.911482,400,1618,0.2006818182,0.2027194067,80.27272727,328
1350,2050,401.6039271,400,1639,0.1961071429,0.2025625381,78.44285714,332
1350,2150,402.7681991,400,1632,0.2152777778,0.2046568627,86.11111111,334
1350,2250,383.5920452,400,1643,0.2114285714,0.2051125989,84.57142857,337
1350,2350,381.3509819,400,1651,0.2052857143,0.2059357965,82.11428571,340
1350,2450,394.8532524,400,1652,0.205,0.2118644068,82,350
1350,2550,371.1360067,400,1634,0.2213709677,0.2154222766,88.5483871,352
1350,2650,369.7972417,400,1652,0.2136875,0.2167070218,85.475,358
1350,2750,380.7886553,400,1642,0.21,0.2131546894,84,350
1350,2850,383.4057903,400,1636,0.19925,0.2139364303,79.7,350
1350,2950,369.1205765,400,1673,0.2216666667,0.2145845786,88.66666667,359
1350,3050,375.8324095,400,1629,0.2340625,0.2203806016,93.625,359
1350,3150,373.4013543,400,1620,0.2214285714,0.2234567901,88.57142857,362
1350,3250,378.4177586,400,1621,0.2369,0.2202344232,94.76,357
1350,3350,365.988208,400,1552,0.2304605263,0.2171391753,92.18421053,337
1350,3450,398.9569735,400,1466,0.221875,0.2162346521,88.75,317
1350,3550,401.5594601,400,1363,0.213125,0.2171680117,85.25,296
1350,3650,406.8561354,400,1258,0.205212766,0.2138314785,82.08510638,269
1350,3750,426.5686162,400,1150,0.2059313725,0.2147826087,82.37254902,247
1350,3850,470.8482911,400,1020,0.2044339623,0.2215686275,81.77358491,226
1350,3950,518.7397316,400,874,0.2003030303,0.2128146453,80.12121212,186
1450,50,506.0919208,400,856,0.2026612903,0.214953271,81.06451613,184
1450,150,440.2380309,400,972,0.2045833333,0.2160493827,81.83333333,210
1450,250,407.2456956,400,1093,0.1979716981,0.2113449222,79.18867925,231
1450,350,400,400,1210,0.19,0.2132231405,76,258
1450,450,393.7003937,400,1313,0.2025,0.220106626,81,289
1450,550,380.7886553,400,1417,0.2075,0.2152434721,83,305
1450,650,372.9489363,400,1506,0.1985606061,0.2158034529,79.42424242,325
1450,750,392.4283374,400,1578,0.213,0.2135614702,85.2,337
1450,850,401.9483798,400,1592,0.219296875,0.209798995,87.71875,334
1450,950,404.7338926,400,1601,0.2308333333,0.2117426608,92.33333333,339
1450,1050,405.3562945,400,1586,0.2364705882,0.210592686,94.58823529,334
1450,1150,404.0836325,400,1601,0.2331343284,0.2142410993,93.25373134,343
1450,1250,403.0290714,400,1574,0.2409459459,0.2109275731,96.37837838,332
1450,1350,402.2090898,400,1572,0.2316455696,0.2118320611,92.65822785,333
1450,1450,399.0843178,400,1571,0.2145731707,0.2132399745,85.82926829,335
1450,1550,402.2663071,400,1594,0.2009090909,0.2139272271,80.36363636,341
1450,1650,402.7304071,400,1594,0.2001712329,0.2114178168,80.06849315,337
1450,1750,405.1258868,400,1612,0.1978174603,0.2158808933,79.12698413,348
1450,1850,401.9022564,400,1635,0.1953389831,0.2116207951,78.13559322,346
1450,1950,402.3826098,400,1626,0.2072794118,0.2078720787,82.91176471,338
1450,2050,402.6321846,400,1659,0.2064788732,0.2103676914,82.5915493,349
1450,2150,401.0949925,400,1670,0.2196929825,0.2113772455,87.87719298,353
1450,2250,400.9364039,400,1664,0.2103125,0.2157451923,84.125,359
1450,2350,400.9856278,400,1676,0.21375,0.2142004773,85.5,359
1450,2450,376.4403234,400,1643,0.2092073171,0.2215459525,83.68292683,364
1450,2550,382.1929206,400,1636,0.2166964286,0.2182151589,86.67857143,357
1450,2650,389.1382421,400,1651,0.215,0.2180496669,86,360
1450,2750,385.1406669,400,1667,0.22625,0.2189562088,90.5,365
1450,2850,388.4701931,400,1654,0.2376515152,0.2237001209,95.06060606,370
1450,2950,382.1603219,400,1661,0.2281976744,0.2275737508,91.27906977,378
1450,3050,384.0572874,400,1630,0.2352083333,0.2294478528,94.08333333,374
1450,3150,385.2390049,400,1605,0.236875,0.2274143302,94.75,365
1450,3250,390.0067476,400,1615,0.2217105263,0.2321981424,88.68421053,375
1450,3350,380.7886553,400,1573,0.22375,0.2275905912,89.5,358
1450,3450,400.861142,400,1484,0.236637931,0.2311320755,94.65517241,343
1450,3550,402.0779361,400,1365,0.2220833333,0.2241758242,88.83333333,306
1450,3650,406.7610422,400,1265,0.2252272727,0.2260869565,90.09090909,286
1450,3750,416.3331999,400,1135,0.2266666667,0.2211453744,90.66666667,251
1450,3850,463.1588594,400,1005,0.2144354839,0.223880597,85.77419355,225
1450,3950,509.1062651,400,882,0.1991891892,0.2188208617,79.67567568,193
1550,50,505.3051883,400,870,0.1881666667,0.2218390805,75.26666667,193
1550,150,452.4240268,400,995,0.18875,0.2291457286,75.5,228
1550,250,410.7919181,400,1113,0.1921875,0.2300089847,76.875,256
1550,350,400.2272082,400,1233,0.2005,0.2278994323,80.2,281
1550,450,400,400,1334,0.2,0.2353823088,80,314
1550,550,390.8033684,400,1424,0.2126515152,0.2282303371,85.06060606,325
1550,650,389.9472061,400,1532,0.2128676471,0.2304177546,85.14705882,353
1550,750,402.4595436,400,1596,0.2334210526,0.2280701754,93.36842105,364
1550,850,403.4335394,400,1618,0.2430172414,0.2237330037,97.20689655,362
1550,950,401.3370511,400,1618,0.2307142857,0.2218788628,92.28571429,359
1550,1050,405.6887148,400,1609,0.2308333333,0.218147918,92.33333333,351
1550,1150,404.7633053,400,1595,0.234,0.2163009404,93.6,345
1550,1250,403.0679448,400,1587,0.2279710145,0.220541903,91.1884058,350
1550,1350,400.9080602,400,1544,0.2295,0.2169689119,91.8,335
1550,1450,398.5550826,400,1586,0.2067307692,0.2194199243,82.69230769,348
1550,1550,388.1043674,400,1589,0.19875,0.2202643172,79.5,350
1550,1650,393.7003937,400,1595,0.2133333333,0.2238244514,85.33333333,357
1550,1750,401.4397167,400,1607,0.2059615385,0.2258867455,82.38461538,363
1550,1850,404.3876998,400,1629,0.2173529412,0.2222222222,86.94117647,362
1550,1950,402.2960418,400,1638,0.2178289474,0.221001221,87.13157895,362
1550,2050,403.1849942,400,1641,0.2252906977,0.2181596587,90.11627907,358
1550,2150,401.2134372,400,1664,0.2179166667,0.2199519231,87.16666667,366
1550,2250,404.3774558,400,1667,0.2233450704,0.2213557289,89.33802817,369
1550,2350,389.3942822,400,1659,0.2259302326,0.2248342375,90.37209302,373
1550,2450,379.8495943,400,1656,0.2257142857,0.2240338164,90.28571429,371
1550,2550,379.2705549,400,1649,0.2282692308,0.2213462705,91.30769231,365
1550,2650,394.3348831,400,1657,0.2455,0.222088111,98.2,368
1550,2750,384.7076812,400,1664,0.2285,0.2271634615,91.4,378
1550,2850,395.8114029,400,1665,0.2466666667,0.2312312312,98.66666667,385
1550,2950,378.7456612,400,1657,0.2364655172,0.2341581171,94.5862069,388
1550,3050,371.7281509,400,1642,0.2377272727,0.2326431181,95.09090909,382
1550,3150,382.5750075,400,1633,0.2270454545,0.2345376607,90.81818182,383
1550,3250,396.6773767,400,1618,0.2241176471,0.2354758962,89.64705882,381
1550,3350,386.8946885,400,1590,0.23890625,0.2339622642,95.5625,372
1550,3450,400.6938427,400,1491,0.2426388889,0.2374245473,97.05555556,354
1550,3550,401.5122927,400,1387,0.2557575758,0.2379235761,102.3030303,330
1550,3650,403.1128874,400,1272,0.24875,0.2389937107,99.5,304
1550,3750,423.5268587,400,1142,0.229375,0.2390542907,91.75,273
1550,3850,461.7740726,400,1009,0.2238970588,0.2378592666,89.55882353,240
1550,3950,509.0359978,400,870,0.2184558824,0.2287356322,87.38235294,199
1650,50,509.371632,400,878,0.1985135135,0.2334851936,79.40540541,205
1650,150,460.3311437,400,1018,0.2013095238,0.2465618861,80.52380952,251
1650,250,416.9486225,400,1138,0.1928846154,0.2425307557,77.15384615,276
1650,350,403.6419568,400,1250,0.1965853659,0.244,78.63414634,305
1650,450,400.6488244,400,1350,0.1972077922,0.2392592593,78.88311688,323
1650,550,401.6856375,400,1447,0.2100675676,0.2404975812,84.02702703,348
1650,650,402.6833075,400,1532,0.2371923077,0.2362924282,94.87692308,362
1650,750,402.9818435,400,1592,0.2439788732,0.2349246231,97.5915493,374
1650,850,404.3988891,400,1597,0.2459230769,0.2316844083,98.36923077,370
1650,950,403.9191564,400,1636,0.2451027397,0.2304400978,98.04109589,377
1650,1050,401.9792303,400,1598,0.2422619048,0.2271589487,96.9047619,363
1650,1150,402.7448197,400,1590,0.2343644068,0.227672956,93.74576271,362
1650,1250,401.5355143,400,1569,0.2283461538,0.2288081581,91.33846154,359
1650,1350,393.5189231,400,1543,0.2195,0.226830849,87.8,350
1650,1450,394.7937043,400,1583,0.2029310345,0.2318382817,81.17241379,367
1650,1550,392.8413475,400,1567,0.2062162162,0.2310146777,82.48648649,362
1650,1650,400.1735735,400,1583,0.2129861111,0.2267845862,85.19444444,359
1650,1750,400,400,1599,0.2175,0.2313946216,87,370
1650,1850,403.1621045,400,1602,0.2345238095,0.22721598,93.80952381,364
1650,1950,403.1128874,400,1637,0.2325,0.2241905925,93,367
1650,2050,400,400,1644,0.2225,0.2311435523,89,380
1650,2150,398.9271326,400,1645,0.2369285714,0.232218845,94.77142857,382
1650,2250,400.3163306,400,1649,0.2432594937,0.2346876895,97.30379747,387
1650,2350,382.4264635,400,1661,0.2410416667,0.2347983143,96.41666667,390
1650,2450,394.4053189,400,1642,0.2634259259,0.2271619976,105.3703704,373
1650,2550,359.984779,400,1657,0.2518150685,0.2269161135,100.7260274,376
1650,2650,368.7817783,400,1654,0.2385,0.2357920193,95.4,390
1650,2750,383.5920452,400,1654,0.2475,0.2339782346,99,387
1650,2850,376.5875487,400,1669,0.2384090909,0.2408627921,95.36363636,402
1650,2950,382.9708431,400,1648,0.2425,0.2427184466,97,400
1650,3050,395.0784182,400,1649,0.2440217391,0.2389326865,97.60869565,394
1650,3150,387.5984496,400,1656,0.2418604651,0.2427536232,96.74418605,402
1650,3250,387.9772104,400,1628,0.2521052632,0.2371007371,100.8421053,386
1650,3350,401.5877579,400,1582,0.2494545455,0.2420986094,99.78181818,383
1650,3450,401.8104191,400,1503,0.2483064516,0.2435129741,99.32258065,366
1650,3550,389.6385271,400,1391,0.2690909091,0.245147376,107.6363636,341
1650,3650,401.3275841,400,1276,0.2439893617,0.2484326019,97.59574468,317
1650,3750,411.5145955,400,1142,0.235204918,0.2486865149,94.08196721,284
1650,3850,456.140895,400,1009,0.2293548387,0.2467789891,91.74193548,249
1650,3950,506.4105182,400,892,0.2339516129,0.2544843049,93.58064516,227
1750,50,510.881591,400,871,0.223,0.2548794489,89.2,222
1750,150,462.2874403,400,1013,0.2123387097,0.2615992103,84.93548387,265
1750,250,420.3173404,400,1124,0.2183333333,0.2473309609,87.33333333,278
1750,350,405.2434111,400,1257,0.2012222222,0.2490055688,80.48888889,313
1750,450,402.7681991,400,1357,0.2111111111,0.2439204127,84.44444444,331
1750,550,402.1899511,400,1451,0.2133445946,0.2460372157,85.33783784,357
1750,650,402.1998333,400,1549,0.2295588235,0.2459651388,91.82352941,381
1750,750,404.4928403,400,1596,0.2478614458,0.2412280702,99.14457831,385
1750,850,401.6510045,400,1597,0.2486397059,0.2360676268,99.45588235,377
1750,950,403.2068422,400,1604,0.2508712121,0.2362842893,100.3484848,379
1750,1050,402.9004432,400,1598,0.2491438356,0.2352941176,99.65753425,376
1750,1150,393.2465602,400,1575,0.2425892857,0.2431746032,97.03571429,383
1750,1250,389.6385271,400,1568,0.2272727273,0.2442602041,90.90909091,383
1750,1350,400.551091,400,1526,0.2216544118,0.2411533421,88.66176471,368
1750,1450,378.7456612,400,1518,0.2203448276,0.2371541502,88.13793103,360
1750,1550,391.5780041,400,1543,0.2033333333,0.2417368762,81.33333333,373
1750,1650,388.4701931,400,1532,0.2196969697,0.2395561358,87.87878788,367
1750,1750,400.5677789,400,1592,0.2342045455,0.239321608,93.68181818,381
1750,1850,400.5133692,400,1575,0.2369520548,0.2349206349,94.78082192,370
1750,1950,403.0726144,400,1605,0.2423701299,0.231152648,96.94805195,371
1750,2050,403.0372494,400,1628,0.2416463415,0.2371007371,96.65853659,386
1750,2150,397.3123996,400,1659,0.2492857143,0.2380952381,99.71428571,395
1750,2250,388.2901374,400,1645,0.2673076923,0.2401215805,106.9230769,395
1750,2350,380.7886553,400,1629,0.25125,0.2363413137,100.5,385
1750,2450,356.59804,400,1621,0.2582432432,0.2350400987,103.2972973,381
1750,2550,354.7886695,400,1625,0.25528125,0.2436923077,102.1125,396
1750,2650,360,400,1631,0.2518333333,0.2415695892,100.7333333,394
1750,2750,378.4643895,400,1635,0.2366176471,0.2409785933,94.64705882,394
1750,2850,402.0219168,400,1653,0.2281756757,0.2468239564,91.27027027,408
1750,2950,392.1646382,400,1647,0.2338793103,0.2471159684,93.55172414,407
1750,3050,377.4917218,400,1678,0.2583333333,0.2520858164,103.3333333,423
1750,3150,400.8004811,400,1644,0.2611858974,0.2506082725,104.474359,412
1750,3250,401.2305017,400,1621,0.2591549296,0.2455274522,103.6619718,398
1750,3350,400.551091,400,1567,0.2766544118,0.2501595405,110.6617647,392
1750,3450,400.1893491,400,1494,0.265719697,0.2563587684,106.2878788,383
1750,3550,392.9058411,400,1373,0.24234375,0.2549162418,96.9375,350
1750,3650,396.5762566,400,1261,0.2463636364,0.2545598731,98.54545455,321
1750,3750,408.6777996,400,1138,0.2405701754,0.255711775,96.22807018,291
1750,3850,446.535485,400,1022,0.2368181818,0.2544031311,94.72727273,260
1750,3950,506.5199897,400,894,0.233984375,0.2583892617,93.59375,231
1850,50,509.4932123,400,872,0.2515625,0.253440367,100.625,221
1850,150,454.5368781,400,1006,0.2456132075,0.2574552684,98.24528302,259
1850,250,415.4895654,400,1136,0.2306578947,0.2544014085,92.26315789,289
1850,350,401.386486,400,1259,0.2338888889,0.253375695,93.55555556,319
1850,450,401.3038451,400,1362,0.2344402985,0.2643171806,93.7761194,360
1850,550,401.9950248,400,1457,0.2367,0.2587508579,94.68,377
1850,650,400.1983635,400,1553,0.2405952381,0.2530585963,96.23809524,393
1850,750,400.9317506,400,1588,0.2344776119,0.2455919395,93.79104478,390
1850,850,404.4528274,400,1587,0.248619403,0.2438563327,99.44776119,387
1850,950,402.7250923,400,1587,0.24984375,0.2444864524,99.9375,388
1850,1050,392.8413475,400,1578,0.2487162162,0.2503168568,99.48648649,395
1850,1150,391.7109904,400,1555,0.240625,0.2475884244,96.25,385
1850,1250,398.6584646,400,1557,0.2420535714,0.2472703918,96.82142857,385
1850,1350,386.3750953,400,1508,0.2371428571,0.25,94.85714286,377
1850,1450,386.8946885,400,1492,0.218984375,0.254691689,87.59375,380
1850,1550,383.4057903,400,1523,0.231,0.2475377544,92.4,377
1850,1650,396.1016937,400,1527,0.2331896552,0.2534381139,93.27586207,387
1850,1750,400.9728429,400,1565,0.2337012987,0.2549520767,93.48051948,399
1850,1850,400,400,1593,0.2425,0.2441933459,97,389
1850,1950,401.8400302,400,1568,0.2273770492,0.2480867347,90.95081967,389
1850,2050,396.1016937,400,1611,0.2529310345,0.2439478585,101.1724138,393
1850,2150,361.8136135,400,1616,0.2583333333,0.2413366337,103.3333333,390
1850,2250,382.9708431,400,1616,0.2572222222,0.2512376238,102.8888889,406
1850,2350,377.4917218,400,1605,0.251875,0.2479750779,100.75,398
1850,2450,355.8366455,400,1611,0.2660211268,0.2489137182,106.4084507,401
1850,2550,358.4947957,400,1609,0.2527777778,0.2461155998,101.1111111,396
1850,2650,360.5551275,400,1638,0.26,0.2490842491,104,408
1850,2750,391.8819064,400,1647,0.2373214286,0.2483302975,94.92857143,409
1850,2850,400,400,1651,0.245,0.2562083586,98,423
1850,2950,392.0726084,400,1658,0.2502906977,0.2557297949,100.1162791,424
1850,3050,398.7884879,400,1660,0.262016129,0.2548192771,104.8064516,423
1850,3150,400.1811184,400,1645,0.2732971014,0.2522796353,109.3188406,415
1850,3250,400.3844307,400,1632,0.2813076923,0.2549019608,112.5230769,416
1850,3350,400.3203845,400,1573,0.2840384615,0.2581055308,113.6153846,406
1850,3450,378.2108913,400,1460,0.2777173913,0.2616438356,111.0869565,382
1850,3550,379.6283012,400,1350,0.2580882353,0.2592592593,103.2352941,350
1850,3650,375.3785968,400,1262,0.2513636364,0.2630744849,100.5454545,332
1850,3750,407.5557568,400,1131,0.2484322034,0.2661361627,99.37288136,301
