x,y,LowEdu_sum,Working_sum,Population
1959201.6,6839410.0,0.0,2.0,2.0
1959488.5,6839131.2,2.0,4.0,8.0
1959560.2,6839061.5,0.0,1.0,1.0
1959631.9,6838991.8,0.0,1.0,2.0
1962715.7,6835995.1,2.0,0.0,2.0
1962787.4,6835925.4,0.0,2.0,4.0
1962859.1,6835855.7,1.0,2.0,3.0
1966086.3,6832719.6,0.0,1.0,2.0
1969170.1,6829722.8,1.0,0.0,1.0
1970174.1,6828747.1,1.0,2.0,2.0
1970389.2,6828538.1,1.0,0.0,1.0
1978062.7,6821081.0,0.0,2.0,3.0
1959701.6,6839063.5,0.0,2.0,2.0
1959773.3,6838993.8,0.0,3.0,4.0
1959845.1,6838924.1,0.0,2.0,2.0
1959916.8,6838854.4,0.0,2.0,2.0
1963000.5,6835857.7,1.0,0.0,1.0
1963072.2,6835788.0,0.0,2.0,2.0
1963144.0,6835718.3,2.0,1.0,5.0
1963215.7,6835648.6,1.0,1.0,2.0
1963717.7,6835160.8,1.0,2.0,3.0
1972036.6,6827076.6,1.0,2.0,5.0
1959914.7,6838995.9,0.0,2.0,2.0
1959986.5,6838926.2,0.0,3.0,6.0
1960058.2,6838856.5,0.0,1.0,2.0
1963285.4,6835720.3,0.0,1.0,1.0
1963357.1,6835650.7,0.0,2.0,4.0
1963715.7,6835302.2,1.0,2.0,4.0
1969022.6,6830145.0,0.0,0.0,2.0
1971174.0,6828054.3,0.0,1.0,1.0
1971245.7,6827984.6,0.0,1.0,5.0
1971460.9,6827775.5,3.0,9.0,20.0
1971532.6,6827705.8,1.0,8.0,17.0
1971604.3,6827636.1,3.0,13.0,24.0
1971676.0,6827566.4,0.0,8.0,20.0
1971747.8,6827496.7,6.0,14.0,37.0
1971819.5,6827427.0,4.0,1.0,8.0
1971891.2,6827357.3,26.0,36.0,111.0
1971962.9,6827287.7,2.0,7.0,13.0
1972034.6,6827218.0,5.0,2.0,15.0
1972106.3,6827148.3,1.0,7.0,14.0
1978919.3,6820527.6,1.0,0.0,2.0
1979277.9,6820179.1,2.0,1.0,2.0
1960199.6,6838858.5,0.0,1.0,2.0
1960271.3,6838788.8,1.0,1.0,3.0
1963641.9,6835513.3,0.0,2.0,3.0
1969594.3,6829728.9,2.0,0.0,2.0
1971315.4,6828056.3,3.0,8.0,16.0
1971387.2,6827986.6,3.0,6.0,15.0
1971458.9,6827916.9,3.0,8.0,14.0
1971530.6,6827847.2,1.0,9.0,11.0
1971602.3,6827777.5,4.0,14.0,28.0
1971674.0,6827707.8,5.0,16.0,22.0
1971745.7,6827638.1,1.0,6.0,12.0
1971817.4,6827568.4,7.0,14.0,29.0
1971889.2,6827498.8,0.0,3.0,9.0
1972104.3,6827289.7,8.0,0.0,10.0
1972176.0,6827220.0,1.0,4.0,8.0
1959265.3,6839905.9,1.0,2.0,3.0
1959337.0,6839836.2,0.0,1.0,3.0
1969807.4,6829661.2,1.0,0.0,1.0
1971385.1,6828128.0,1.0,6.0,15.0
1971456.8,6828058.3,4.0,11.0,22.0
1971528.6,6827988.6,2.0,6.0,18.0
1971600.3,6827918.9,5.0,4.0,15.0
1971672.0,6827849.2,6.0,17.0,32.0
1971743.7,6827779.5,3.0,20.0,35.0
1971887.1,6827640.2,3.0,10.0,21.0
1971958.9,6827570.5,2.0,1.0,4.0
1972030.6,6827500.8,3.0,2.0,9.0
1972102.3,6827431.1,0.0,4.0,9.0
1959550.1,6839768.5,0.0,4.0,4.0
1960339.0,6839001.9,0.0,2.0,2.0
1963996.4,6835447.6,0.0,2.0,5.0
1964211.6,6835238.6,0.0,1.0,1.0
1969661.9,6829942.0,1.0,3.0,3.0
1969805.4,6829802.6,1.0,1.0,2.0
1969877.1,6829732.9,0.0,1.0,3.0
1971454.8,6828199.7,1.0,8.0,10.0
1971526.5,6828130.0,1.0,12.0,19.0
1971598.3,6828060.3,9.0,11.0,27.0
1971670.0,6827990.6,0.0,6.0,8.0
1971741.7,6827920.9,3.0,7.0,19.0
1971813.4,6827851.3,3.0,16.0,24.0
1971885.1,6827781.6,5.0,5.0,24.0
1971956.8,6827711.9,2.0,5.0,13.0
1972100.3,6827572.5,9.0,16.0,32.0
1972172.0,6827502.8,3.0,17.0,31.0
1972243.7,6827433.1,51.0,29.0,124.0
1979630.4,6820254.9,1.0,1.0,2.0
1979702.1,6820185.2,0.0,2.0,5.0
1980204.1,6819697.3,0.0,0.0,1.0
1960336.9,6839143.3,2.0,2.0,2.0
1960408.7,6839073.6,0.0,4.0,9.0
1963564.1,6836007.2,0.0,1.0,3.0
1963779.3,6835798.1,1.0,2.0,3.0
1963922.7,6835658.7,0.0,1.0,2.0
1963994.4,6835589.1,0.0,2.0,2.0
1964137.8,6835449.7,0.0,2.0,3.0
1964209.6,6835380.0,0.0,2.0,4.0
1970448.8,6829316.8,1.0,4.0,6.0
1971524.5,6828271.4,0.0,2.0,6.0
1971596.2,6828201.7,1.0,8.0,16.0
1971667.9,6828132.0,1.0,7.0,8.0
1971739.7,6828062.4,0.0,2.0,4.0
1971811.4,6827992.7,4.0,19.0,47.0
1971883.1,6827923.0,2.0,4.0,12.0
1971954.8,6827853.3,6.0,10.0,24.0
1972026.5,6827783.6,6.0,8.0,19.0
1972170.0,6827644.2,3.0,8.0,14.0
1972241.7,6827574.5,2.0,5.0,13.0
1972887.1,6826947.3,0.0,4.0,6.0
1972958.8,6826877.6,0.0,3.0,9.0
1973030.5,6826807.9,2.0,6.0,9.0
1964064.1,6835660.8,0.0,0.0,1.0
1964351.0,6835382.0,1.0,1.0,1.0
1969514.5,6830364.2,0.0,4.0,4.0
1970446.8,6829458.2,1.0,1.0,2.0
1970518.5,6829388.5,2.0,0.0,2.0
1970590.2,6829318.8,1.0,3.0,5.0
1970805.3,6829109.8,0.0,2.0,4.0
1970948.8,6828970.4,0.0,2.0,5.0
1971594.2,6828343.1,0.0,2.0,4.0
1971665.9,6828273.5,1.0,14.0,27.0
1971737.6,6828203.8,1.0,7.0,15.0
1971809.4,6828134.1,4.0,14.0,24.0
1971881.1,6828064.4,1.0,5.0,12.0
1971952.8,6827994.7,32.0,16.0,74.0
1972024.5,6827925.0,13.0,15.0,53.0
1972311.4,6827646.2,30.0,58.0,118.0
1972383.1,6827576.5,38.0,0.0,50.0
1972454.8,6827506.8,31.0,15.0,72.0
1972669.9,6827297.8,6.0,0.0,13.0
1972956.8,6827019.0,1.0,5.0,15.0
1973028.5,6826949.3,1.0,15.0,26.0
1973100.2,6826879.6,2.0,10.0,17.0
1973315.4,6826670.5,0.0,1.0,3.0
1960117.7,6839635.2,0.0,1.0,1.0
1964277.2,6835593.1,0.0,0.0,1.0
1965066.1,6834826.5,0.0,1.0,1.0
1967719.6,6832247.9,0.0,2.0,2.0
1969512.4,6830505.6,1.0,2.0,2.0
1969584.2,6830435.9,0.0,1.0,1.0
1970588.2,6829460.2,0.0,1.0,1.0
1970659.9,6829390.5,0.0,1.0,1.0
1970731.6,6829320.9,1.0,5.0,8.0
1971090.2,6828972.4,1.0,0.0,2.0
1971735.6,6828345.2,1.0,12.0,21.0
1971807.3,6828275.5,2.0,5.0,13.0
1971879.0,6828205.8,2.0,9.0,15.0
1971950.8,6828136.1,2.0,12.0,18.0
1972094.2,6827996.7,29.0,47.0,126.0
1972237.6,6827857.3,25.0,69.0,151.0
1972954.8,6827160.4,2.0,6.0,12.0
1973026.5,6827090.7,0.0,9.0,15.0
1973098.2,6827021.0,4.0,4.0,14.0
1973169.9,6826951.3,1.0,2.0,10.0
1964346.9,6835664.8,7.0,20.0,39.0
1964848.9,6835177.0,0.0,0.0,1.0
1964920.6,6835107.3,0.0,1.0,1.0
1964992.4,6835037.6,0.0,1.0,1.0
1965064.1,6834967.9,1.0,2.0,4.0
1970873.0,6829322.9,3.0,2.0,5.0
1970944.7,6829253.2,2.0,4.0,12.0
1971805.3,6828416.9,2.0,3.0,12.0
1971877.0,6828347.2,4.0,11.0,17.0
1971948.7,6828277.5,4.0,8.0,17.0
1972163.9,6828068.4,76.0,58.0,214.0
1972594.2,6827650.3,7.0,31.0,61.0
1972665.9,6827580.6,9.0,7.0,31.0
1972881.0,6827371.5,19.0,39.0,70.0
1972952.7,6827301.8,23.0,37.0,86.0
1973024.5,6827232.1,1.0,3.0,12.0
1973096.2,6827162.4,2.0,20.0,33.0
1973167.9,6827092.7,2.0,13.0,24.0
1973239.6,6827023.1,4.0,6.0,16.0
1973311.3,6826953.4,0.0,0.0,2.0
1959181.4,6840824.0,0.0,2.0,2.0
1965348.9,6834830.5,0.0,1.0,1.0
1971875.0,6828488.6,1.0,4.0,7.0
1971946.7,6828418.9,2.0,3.0,8.0
1972018.4,6828349.2,1.0,6.0,13.0
1972090.1,6828279.5,23.0,18.0,71.0
1972233.6,6828140.1,30.0,33.0,95.0
1972305.3,6828070.4,36.0,33.0,110.0
1972448.7,6827931.1,5.0,11.0,17.0
1972520.4,6827861.4,1.0,6.0,15.0
1972592.1,6827791.7,11.0,17.0,32.0
1972663.9,6827722.0,2.0,3.0,8.0
1972735.6,6827652.3,1.0,4.0,8.0
1972807.3,6827582.6,3.0,3.0,9.0
1973022.4,6827373.5,9.0,27.0,57.0
1973094.2,6827303.8,1.0,2.0,3.0
1977683.9,6822843.6,1.0,7.0,8.0
1964916.6,6835390.1,3.0,4.0,6.0
1965346.9,6834971.9,1.0,0.0,2.0
1965633.7,6834693.2,0.0,1.0,1.0
1968215.5,6832184.3,0.0,2.0,4.0
1968287.2,6832114.6,1.0,0.0,1.0
1970725.5,6829745.1,0.0,4.0,11.0
1970797.2,6829675.4,0.0,2.0,5.0
1971801.3,6828699.7,4.0,8.0,20.0
1971873.0,6828630.0,1.0,11.0,20.0
1971944.7,6828560.3,4.0,7.0,14.0
1972016.4,6828490.6,4.0,11.0,20.0
1972088.1,6828420.9,4.0,4.0,16.0
1972159.8,6828351.2,2.0,2.0,4.0
1972446.7,6828072.5,2.0,10.0,19.0
1972518.4,6828002.8,1.0,6.0,22.0
1972590.1,6827933.1,7.0,5.0,17.0
1972661.8,6827863.4,6.0,28.0,43.0
1972805.3,6827724.0,4.0,6.0,23.0
1972877.0,6827654.3,0.0,2.0,6.0
1973092.1,6827445.2,13.0,34.0,78.0
1973379.0,6827166.5,0.0,1.0,2.0
1973450.7,6827096.8,2.0,2.0,5.0
1979689.9,6821033.6,0.0,1.0,2.0
1980048.5,6820685.2,0.0,1.0,2.0
1959320.8,6840967.5,0.0,1.0,2.0
1960468.2,6839852.4,0.0,0.0,1.0
1965129.7,6835322.4,0.0,5.0,7.0
1965201.4,6835252.7,0.0,2.0,2.0
1965560.0,6834904.3,0.0,1.0,1.0
1965631.7,6834834.6,0.0,0.0,1.0
1965703.4,6834764.9,1.0,0.0,1.0
1965846.9,6834625.5,0.0,2.0,2.0
1965990.3,6834486.1,0.0,2.0,2.0
1969647.8,6830931.9,0.0,1.0,1.0
1970436.6,6830165.2,0.0,0.0,2.0
1970795.2,6829816.8,0.0,2.0,4.0
1970938.7,6829677.4,0.0,2.0,2.0
1971082.1,6829538.0,0.0,2.0,4.0
1971153.8,6829468.3,2.0,0.0,2.0
1971870.9,6828771.4,4.0,7.0,15.0
1971942.7,6828701.7,2.0,2.0,13.0
1972014.4,6828632.0,4.0,6.0,16.0
1972086.1,6828562.3,6.0,12.0,24.0
1972157.8,6828492.6,2.0,9.0,18.0
1972229.5,6828423.0,2.0,2.0,4.0
1972516.4,6828144.2,8.0,7.0,27.0
1972588.1,6828074.5,5.0,11.0,26.0
1972659.8,6828004.8,2.0,10.0,14.0
1972803.2,6827865.4,81.0,149.0,336.0
1972875.0,6827795.7,3.0,0.0,9.0
1972946.7,6827726.0,10.0,0.0,23.0
1973377.0,6827307.9,1.0,4.0,7.0
1973448.7,6827238.2,2.0,8.0,13.0
1973520.4,6827168.5,1.0,8.0,17.0
1978181.9,6822638.5,0.0,1.0,2.0
1978325.3,6822499.2,0.0,2.0,4.0
1978612.2,6822220.4,0.0,2.0,4.0
1978755.6,6822081.0,0.0,1.0,3.0
1979472.8,6821384.1,0.0,0.0,2.0
1979544.5,6821314.4,0.0,2.0,3.0
1979974.8,6820896.3,0.0,1.0,3.0
1980118.2,6820756.9,0.0,0.0,1.0
1980405.1,6820478.1,0.0,0.0,2.0
1980476.8,6820408.4,2.0,1.0,3.0
1960322.8,6840133.2,0.0,2.0,2.0
1960466.2,6839993.8,0.0,1.0,1.0
1960537.9,6839924.1,1.0,2.0,5.0
1960609.6,6839854.4,2.0,1.0,4.0
1966705.4,6833930.6,0.0,2.0,2.0
1969358.9,6831352.0,1.0,3.0,4.0
1969717.5,6831003.6,0.0,2.0,4.0
1969789.2,6830933.9,0.0,1.0,1.0
1970219.5,6830515.7,1.0,4.0,9.0
1970362.9,6830376.3,0.0,2.0,4.0
1970721.5,6830027.9,0.0,2.0,2.0
1970793.2,6829958.2,0.0,2.0,6.0
1971008.3,6829749.1,1.0,1.0,4.0
1971151.8,6829609.7,0.0,1.0,3.0
1971940.6,6828843.1,2.0,4.0,16.0
1972012.4,6828773.4,2.0,5.0,14.0
1972084.1,6828703.7,1.0,0.0,3.0
1972155.8,6828634.1,3.0,10.0,19.0
1972227.5,6828564.4,2.0,5.0,15.0
1972299.2,6828494.7,2.0,4.0,9.0
1972514.4,6828285.6,0.0,8.0,15.0
1972586.1,6828215.9,1.0,5.0,19.0
1972657.8,6828146.2,2.0,16.0,33.0
1972729.5,6828076.5,0.0,6.0,11.0
1973303.2,6827519.0,1.0,4.0,7.0
1973374.9,6827449.3,0.0,5.0,10.0
1973446.7,6827379.6,4.0,9.0,17.0
1973518.4,6827309.9,3.0,7.0,15.0
1973590.1,6827240.2,1.0,6.0,14.0
1978395.0,6822570.9,1.0,1.0,2.0
1978466.7,6822501.2,0.0,1.0,3.0
1978753.6,6822222.4,0.0,0.0,2.0
1979112.2,6821874.0,0.0,2.0,4.0
1979972.7,6821037.7,0.0,2.0,2.0
1980116.2,6820898.3,2.0,0.0,2.0
1980187.9,6820828.6,1.0,0.0,1.0
1980259.6,6820758.9,0.0,1.0,2.0
1980403.0,6820619.5,1.0,0.0,2.0
1980474.8,6820549.8,0.0,2.0,2.0
1960535.9,6840065.5,0.0,0.0,1.0
1960751.0,6839856.4,1.0,0.0,2.0
1966631.7,6834141.7,0.0,2.0,2.0
1968424.6,6832399.4,1.0,1.0,1.0
1970217.5,6830657.1,0.0,2.0,3.0
1970360.9,6830517.8,0.0,3.0,4.0
1970576.0,6830308.7,1.0,0.0,1.0
1971364.9,6829542.1,0.0,2.0,3.0
1971938.6,6828984.5,4.0,9.0,15.0
1972010.3,6828914.8,10.0,11.0,28.0
1972082.0,6828845.2,4.0,9.0,21.0
1972153.8,6828775.5,4.0,12.0,25.0
1972225.5,6828705.8,6.0,7.0,14.0
1972297.2,6828636.1,3.0,7.0,14.0
1972368.9,6828566.4,1.0,4.0,4.0
1972584.1,6828357.3,2.0,13.0,32.0
1972655.8,6828287.6,3.0,15.0,27.0
1972727.5,6828217.9,2.0,6.0,15.0
1972799.2,6828148.2,2.0,10.0,22.0
1972870.9,6828078.5,111.0,137.0,390.0
1973086.1,6827869.5,32.0,69.0,141.0
1973372.9,6827590.7,1.0,4.0,8.0
1973444.6,6827521.0,2.0,13.0,25.0
1973516.4,6827451.3,1.0,5.0,7.0
1973588.1,6827381.6,0.0,2.0,4.0
1973659.8,6827311.9,3.0,5.0,12.0
1973731.5,6827242.2,0.0,2.0,5.0
1978966.7,6822154.8,0.0,2.0,2.0
1979899.0,6821248.8,2.0,2.0,5.0
1979970.7,6821179.1,0.0,0.0,2.0
1980114.2,6821039.7,0.0,1.0,1.0
1960964.2,6839788.8,0.0,1.0,1.0
1969856.9,6831147.0,0.0,2.0,4.0
1970000.3,6831007.6,0.0,4.0,6.0
1971362.9,6829683.5,0.0,2.0,4.0
1971434.6,6829613.8,1.0,0.0,2.0
1972008.3,6829056.3,7.0,4.0,14.0
1972080.0,6828986.6,5.0,11.0,19.0
1972151.7,6828916.9,1.0,9.0,14.0
1972223.5,6828847.2,3.0,1.0,10.0
1972295.2,6828777.5,3.0,10.0,19.0
1972366.9,6828707.8,2.0,1.0,8.0
1972438.6,6828638.1,0.0,1.0,1.0
1972653.7,6828429.0,3.0,11.0,27.0
1972725.5,6828359.3,5.0,17.0,33.0
1972797.2,6828289.6,7.0,11.0,28.0
1972868.9,6828220.0,3.0,2.0,11.0
1973012.3,6828080.6,0.0,2.0,4.0
1973514.3,6827592.7,2.0,2.0,4.0
1973586.0,6827523.0,4.0,16.0,27.0
1973657.8,6827453.3,2.0,9.0,21.0
1973729.5,6827383.7,8.0,36.0,65.0
1973801.2,6827314.0,2.0,7.0,13.0
1978175.8,6823062.8,0.0,2.0,2.0
1978247.5,6822993.1,0.0,2.0,3.0
1980327.3,6820972.0,0.0,2.0,2.0
1968564.0,6832542.9,0.0,3.0,3.0
1969926.5,6831218.7,0.0,2.0,2.0
1969998.3,6831149.0,0.0,2.0,2.0
1970070.0,6831079.3,1.0,0.0,1.0
1970141.7,6831009.6,0.0,2.0,2.0
1971360.8,6829824.9,0.0,5.0,5.0
1971432.6,6829755.2,3.0,6.0,13.0
1971504.3,6829685.5,3.0,1.0,9.0
1972078.0,6829128.0,0.0,3.0,9.0
1972149.7,6829058.3,0.0,6.0,12.0
1972221.4,6828988.6,5.0,5.0,12.0
1972293.1,6828918.9,2.0,3.0,7.0
1972364.9,6828849.2,5.0,9.0,17.0
1972508.3,6828709.8,3.0,4.0,13.0
1972723.4,6828500.7,2.0,3.0,7.0
1972795.2,6828431.0,1.0,5.0,12.0
1972866.9,6828361.4,2.0,14.0,25.0
1972938.6,6828291.7,1.0,14.0,28.0
1973010.3,6828222.0,5.0,10.0,30.0
1973082.0,6828152.3,3.0,15.0,37.0
1973153.7,6828082.6,2.0,6.0,13.0
1973225.4,6828012.9,6.0,13.0,32.0
1973297.2,6827943.2,1.0,10.0,15.0
1973584.0,6827664.4,0.0,1.0,6.0
1973655.7,6827594.7,1.0,5.0,6.0
1973799.2,6827455.4,2.0,12.0,26.0
1973870.9,6827385.7,15.0,35.0,97.0
1978173.8,6823204.2,0.0,0.0,2.0
1979966.7,6821461.9,0.0,4.0,5.0
1966840.8,6834356.9,0.0,1.0,1.0
1966912.5,6834287.2,0.0,2.0,2.0
1970139.7,6831151.0,0.0,2.0,3.0
1970211.4,6831081.4,0.0,3.0,3.0
1971430.5,6829896.6,0.0,7.0,14.0
1971502.3,6829826.9,1.0,6.0,10.0
1971574.0,6829757.2,2.0,7.0,10.0
1972004.3,6829339.1,0.0,2.0,2.0
1972076.0,6829269.4,0.0,1.0,1.0
1972147.7,6829199.7,0.0,5.0,9.0
1972219.4,6829130.0,0.0,8.0,15.0
1972291.1,6829060.3,5.0,20.0,36.0
1972362.8,6828990.6,3.0,11.0,22.0
1972434.6,6828920.9,3.0,8.0,22.0
1972578.0,6828781.5,24.0,39.0,98.0
1972721.4,6828642.1,38.0,82.0,163.0
1972793.1,6828572.5,9.0,16.0,31.0
1972864.8,6828502.8,0.0,10.0,20.0
1972936.6,6828433.1,4.0,10.0,19.0
1973008.3,6828363.4,4.0,13.0,20.0
1973080.0,6828293.7,2.0,24.0,38.0
1973151.7,6828224.0,4.0,16.0,32.0
1973223.4,6828154.3,2.0,11.0,16.0
1973295.1,6828084.6,4.0,20.0,38.0
1973366.9,6828014.9,4.0,15.0,32.0
1973438.6,6827945.2,16.0,26.0,60.0
1973510.3,6827875.5,2.0,11.0,18.0
1973868.9,6827527.1,39.0,70.0,170.0
1980108.1,6821463.9,1.0,3.0,3.0
1980179.8,6821394.2,0.0,2.0,2.0
1980323.2,6821254.8,0.0,1.0,2.0
1980466.7,6821115.4,0.0,2.0,2.0
1966910.5,6834428.6,0.0,0.0,2.0
1967197.3,6834149.8,1.0,2.0,3.0
1967340.8,6834010.4,1.0,1.0,2.0
1967412.5,6833940.7,0.0,3.0,5.0
1968775.1,6832616.6,0.0,2.0,2.0
1972002.2,6829480.5,0.0,0.0,1.0
1972504.2,6828992.6,1.0,2.0,4.0
1972647.7,6828853.2,23.0,58.0,106.0
1972791.1,6828713.9,6.0,8.0,15.0
1972862.8,6828644.2,4.0,5.0,15.0
1972934.5,6828574.5,13.0,36.0,67.0
1973006.3,6828504.8,1.0,6.0,14.0
1973078.0,6828435.1,4.0,7.0,12.0
1973149.7,6828365.4,2.0,6.0,17.0
1973221.4,6828295.7,10.0,7.0,36.0
1973293.1,6828226.0,4.0,5.0,12.0
1973364.8,6828156.3,3.0,13.0,22.0
1973436.5,6828086.6,6.0,16.0,28.0
1973508.3,6828016.9,7.0,17.0,30.0
1973580.0,6827947.3,15.0,30.0,73.0
1979962.6,6821744.7,1.0,2.0,2.0
1980177.8,6821535.6,3.0,2.0,6.0
1981468.6,6820281.2,0.0,0.0,2.0
1959593.5,6841678.5,1.0,0.0,2.0
1962246.9,6839099.9,1.0,2.0,5.0
1972502.2,6829134.0,0.0,2.0,2.0
1972573.9,6829064.3,0.0,5.0,6.0
1973004.2,6828646.2,45.0,81.0,184.0
1973219.4,6828437.1,29.0,62.0,124.0
1973362.8,6828297.7,4.0,7.0,19.0
1973434.5,6828228.0,9.0,23.0,46.0
1973506.2,6828158.4,6.0,16.0,25.0
1973577.9,6828088.7,33.0,29.0,102.0
1973649.7,6828019.0,3.0,4.0,10.0
1979171.7,6822652.7,0.0,1.0,1.0
1979458.6,6822373.9,0.0,0.0,2.0
1980175.7,6821677.0,0.0,5.0,7.0
1980247.5,6821607.3,0.0,2.0,4.0
1959734.9,6841680.6,2.0,0.0,3.0
1962675.2,6838823.2,0.0,2.0,5.0
1967480.1,6834153.9,0.0,2.0,4.0
1972643.6,6829136.1,1.0,0.0,1.0
1973145.6,6828648.2,53.0,46.0,180.0
1973217.4,6828578.5,33.0,56.0,137.0
1973289.1,6828508.8,12.0,31.0,52.0
1973360.8,6828439.1,16.0,29.0,68.0
1973432.5,6828369.5,6.0,10.0,21.0
1973504.2,6828299.8,29.0,41.0,103.0
1973575.9,6828230.1,13.0,25.0,53.0
1973647.6,6828160.4,12.0,34.0,79.0
1979169.7,6822794.1,2.0,2.0,3.0
1980245.4,6821748.7,1.0,2.0,4.0
1980317.2,6821679.1,8.0,13.0,31.0
1980604.0,6821400.3,1.0,1.0,4.0
1961525.7,6840079.7,1.0,1.0,1.0
1967765.0,6834016.5,1.0,0.0,2.0
1973573.9,6828371.5,19.0,42.0,73.0
1973645.6,6828301.8,3.0,8.0,21.0
1973717.3,6828232.1,6.0,11.0,20.0
1973860.8,6828092.7,9.0,18.0,39.0
1973932.5,6828023.0,15.0,28.0,48.0
1974004.2,6827953.3,11.0,36.0,54.0
1974075.9,6827883.6,8.0,16.0,39.0
1974147.6,6827813.9,6.0,24.0,48.0
1974219.3,6827744.3,1.0,3.0,3.0
1974362.8,6827604.9,2.0,25.0,32.0
1979813.1,6822308.3,0.0,1.0,1.0
1980171.7,6821959.8,1.0,2.0,2.0
1980243.4,6821890.2,0.0,1.0,1.0
1980315.1,6821820.5,0.0,0.0,3.0
1980673.7,6821472.0,1.0,2.0,2.0
1967762.9,6834157.9,0.0,0.0,1.0
1968265.0,6833670.1,0.0,2.0,4.0
1973930.5,6828164.4,4.0,23.0,47.0
1974002.2,6828094.7,37.0,46.0,113.0
1974073.9,6828025.0,3.0,34.0,42.0
1974145.6,6827955.3,10.0,51.0,72.0
1974217.3,6827885.7,11.0,41.0,73.0
1974289.0,6827816.0,11.0,56.0,92.0
1974360.7,6827746.3,12.0,44.0,92.0
1974432.5,6827676.6,0.0,21.0,27.0
1974504.2,6827606.9,0.0,0.0,2.0
1979811.1,6822449.7,1.0,1.0,1.0
1980313.1,6821961.9,1.0,0.0,2.0
1967904.4,6834159.9,0.0,2.0,2.0
1968119.5,6833950.9,0.0,0.0,1.0
1968262.9,6833811.5,1.0,0.0,1.0
1968406.4,6833672.1,0.0,2.0,2.0
1974000.1,6828236.1,0.0,8.0,12.0
1974071.9,6828166.4,5.0,15.0,25.0
1974143.6,6828096.8,4.0,10.0,30.0
1974215.3,6828027.1,7.0,33.0,51.0
1974287.0,6827957.4,1.0,5.0,11.0
1974358.7,6827887.7,1.0,0.0,1.0
1974430.4,6827818.0,0.0,4.0,8.0
1974502.2,6827748.3,0.0,2.0,6.0
1979880.8,6822521.4,1.0,2.0,4.0
1980024.2,6822382.0,0.0,1.0,1.0
1962810.6,6839249.4,1.0,3.0,3.0
1964460.0,6837646.5,1.0,1.0,1.0
1967830.6,6834371.0,0.0,0.0,2.0
1967974.0,6834231.6,0.0,2.0,2.0
1968117.5,6834092.3,0.0,2.0,4.0
1968332.6,6833883.2,0.0,2.0,3.0
1968404.3,6833813.5,1.0,0.0,2.0
1968476.1,6833743.8,0.0,1.0,3.0
1968547.8,6833674.1,1.0,2.0,6.0
1968691.2,6833534.7,1.0,0.0,2.0
1969480.1,6832768.1,0.0,2.0,4.0
1973998.1,6828377.5,45.0,0.0,85.0
1974285.0,6828098.8,0.0,1.0,1.0
1974356.7,6828029.1,2.0,3.0,4.0
1979878.8,6822662.8,0.0,1.0,4.0
1980022.2,6822523.4,1.0,1.0,1.0
1980595.9,6821965.9,1.0,1.0,4.0
1960226.8,6841899.8,0.0,2.0,2.0
1962163.1,6840018.1,0.0,2.0,5.0
1962306.5,6839878.7,0.0,3.0,4.0
1968043.7,6834303.4,0.0,0.0,1.0
1968115.5,6834233.7,0.0,1.0,1.0
1968330.6,6834024.6,0.0,2.0,2.0
1968402.3,6833954.9,1.0,3.0,3.0
1968545.7,6833815.5,1.0,3.0,4.0
1969478.0,6832909.5,0.0,2.0,3.0
1970482.1,6831933.8,0.0,4.0,7.0
1970553.8,6831864.2,4.0,3.0,10.0
1973924.4,6828588.6,0.0,2.0,2.0
1973996.1,6828519.0,1.0,3.0,7.0
1974067.8,6828449.3,0.0,6.0,6.0
1974139.5,6828379.6,22.0,1.0,64.0
1974211.2,6828309.9,2.0,13.0,17.0
1974283.0,6828240.2,2.0,11.0,13.0
1974354.7,6828170.5,5.0,22.0,31.0
1974641.5,6827891.7,58.0,28.0,178.0
1980450.5,6822246.7,1.0,2.0,6.0
1980522.2,6822177.0,2.0,0.0,2.0
1980809.0,6821898.2,0.0,1.0,1.0
1980880.8,6821828.6,0.0,0.0,1.0
1960655.0,6841623.0,0.0,2.0,4.0
1968543.7,6833956.9,3.0,3.0,6.0
1968758.9,6833747.9,0.0,3.0,5.0
1968830.6,6833678.2,1.0,2.0,3.0
1969762.9,6832772.2,1.0,1.0,2.0
1969834.6,6832702.5,0.0,5.0,5.0
1970480.0,6832075.3,0.0,2.0,3.0
1970623.5,6831935.9,0.0,2.0,4.0
1973994.1,6828660.4,7.0,2.0,8.0
1974065.8,6828590.7,3.0,6.0,7.0
1974137.5,6828521.0,17.0,2.0,50.0
1974209.2,6828451.3,0.0,0.0,1.0
1974280.9,6828381.6,7.0,25.0,39.0
1974352.7,6828311.9,1.0,12.0,19.0
1974424.4,6828242.2,21.0,13.0,59.0
1974496.1,6828172.5,6.0,15.0,26.0
1980448.4,6822388.1,1.0,1.0,2.0
1981022.2,6821830.6,1.0,0.0,1.0
1961155.0,6841276.6,0.0,0.0,1.0
1962015.6,6840440.3,0.0,2.0,4.0
1963091.3,6839394.9,0.0,1.0,2.0
1963163.1,6839325.2,1.0,2.0,2.0
1963449.9,6839046.4,0.0,2.0,2.0
1969976.0,6832704.5,0.0,2.0,2.0
1970119.4,6832565.1,3.0,6.0,10.0
1970406.3,6832286.4,0.0,2.0,4.0
1972557.7,6830195.6,0.0,7.0,8.0
1972916.3,6829847.1,1.0,2.0,5.0
1974207.2,6828592.7,1.0,2.0,7.0
1974278.9,6828523.0,2.0,10.0,23.0
